ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight),matrix,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",Alive or not,Basis of measurement,Biota species name (in Latin),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
21928,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS19,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,43.08333,34.25,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21929,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS18,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,43.08333,34.66667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21930,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS18,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,43.08333,34.66667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21931,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS17,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,43.08333,35.08333,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21932,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS17,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,43.08333,35.08333,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21933,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS16,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,43.08333,35.5,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21934,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS16,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,43.08333,35.5,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21935,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS15,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,43.08333,35.91667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21936,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS15,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,43.08333,35.91667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21937,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS14,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,43.08333,36.33333,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21938,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS14,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,43.08333,36.33333,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21939,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS13,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,42.71667,37.45,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21940,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS13,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,42.71667,37.45,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21941,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS12,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,41.78425,41.22119,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21942,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS12,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,41.78425,41.22119,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21943,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS11,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",11,Odesa,Ukraine,41.93758,40.82672,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21944,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS11,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",10,Odesa,Ukraine,41.93758,40.82672,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21945,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS10,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",11,Odesa,Ukraine,42.10333,40.33652,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21946,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS10,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",10,Odesa,Ukraine,42.10333,40.33652,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21947,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS09,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",11,Odesa,Ukraine,42.23916,39.88277,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21948,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS09,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",10,Odesa,Ukraine,42.23916,39.88277,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21949,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS08,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",11,Odesa,Ukraine,43.52027,36.0595,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21950,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS08,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",10,Odesa,Ukraine,43.52027,36.0595,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21951,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS07,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",11,Odesa,Ukraine,43.38047,34.12998,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21952,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS07,"Thu, 06/02/2016 - 22:00","Thu, 04/28/2016 - 22:00",10,Odesa,Ukraine,43.38047,34.12998,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21953,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS06,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,43.41397,32.86744,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21954,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS06,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,43.41397,32.86744,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21955,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS05,"Thu, 05/26/2016 - 22:00","Thu, 04/21/2016 - 22:00",11,Odesa,Ukraine,43.39608,31.81213,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21956,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS05,"Thu, 05/26/2016 - 22:00","Thu, 04/21/2016 - 22:00",10,Odesa,Ukraine,43.39608,31.81213,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21957,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS04,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",11,Odesa,Ukraine,44.11272,31.56897,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21958,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS04,"Fri, 05/27/2016 - 22:00","Fri, 04/22/2016 - 22:00",10,Odesa,Ukraine,44.11272,31.56897,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21959,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS03,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,44.85216,31.34205,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21960,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS03,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,44.85216,31.34205,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21961,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS02,"Thu, 05/26/2016 - 22:00","Thu, 04/21/2016 - 22:00",11,Odesa,Ukraine,45.2148,31.26566,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21962,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS02,"Thu, 05/26/2016 - 22:00","Thu, 04/21/2016 - 22:00",10,Odesa,Ukraine,45.2148,31.26566,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21963,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS01,"Sat, 06/04/2016 - 22:00","Sat, 04/30/2016 - 22:00",11,Odesa,Ukraine,46.3863,31.02075,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21964,EMBLAS-II (Survey 2016),Real Sample,Seawater JOSS01,"Sat, 06/04/2016 - 22:00","Sat, 04/30/2016 - 22:00",10,Odesa,Ukraine,46.3863,31.02075,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21965,EMBLAS-II (Survey 2016),Real Sample,Seawater GE15,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",11,Tbilisi,Georgia,42.36983,41.4975,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21966,EMBLAS-II (Survey 2016),Real Sample,Seawater GE15,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",10,Tbilisi,Georgia,42.36983,41.4975,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21967,EMBLAS-II (Survey 2016),Real Sample,Seawater GE14,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",11,Tbilisi,Georgia,42.373,41.55833,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21968,EMBLAS-II (Survey 2016),Real Sample,Seawater GE14,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",10,Tbilisi,Georgia,42.373,41.55833,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21969,EMBLAS-II (Survey 2016),Real Sample,Seawater GE13,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",11,Tbilisi,Georgia,42.373,41.564,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21970,EMBLAS-II (Survey 2016),Real Sample,Seawater GE13,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",10,Tbilisi,Georgia,42.373,41.564,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21971,EMBLAS-II (Survey 2016),Real Sample,Seawater GE12,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",11,Tbilisi,Georgia,42.1205,41.59333,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21972,EMBLAS-II (Survey 2016),Real Sample,Seawater GE12,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",10,Tbilisi,Georgia,42.1205,41.59333,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21973,EMBLAS-II (Survey 2016),Real Sample,Seawater GE11,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",11,Tbilisi,Georgia,42.12367,41.61917,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21974,EMBLAS-II (Survey 2016),Real Sample,Seawater GE11,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",10,Tbilisi,Georgia,42.12367,41.61917,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21975,EMBLAS-II (Survey 2016),Real Sample,Seawater GE10,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",11,Tbilisi,Georgia,41.88333,41.61667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21976,EMBLAS-II (Survey 2016),Real Sample,Seawater GE10,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",10,Tbilisi,Georgia,41.88333,41.61667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21977,EMBLAS-II (Survey 2016),Real Sample,Seawater GE09,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",11,Tbilisi,Georgia,41.89917,41.67433,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21978,EMBLAS-II (Survey 2016),Real Sample,Seawater GE09,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",10,Tbilisi,Georgia,41.89917,41.67433,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21979,EMBLAS-II (Survey 2016),Real Sample,Seawater GE08,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",11,Tbilisi,Georgia,41.9035,41.75183,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21980,EMBLAS-II (Survey 2016),Real Sample,Seawater GE08,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",10,Tbilisi,Georgia,41.9035,41.75183,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21981,EMBLAS-II (Survey 2016),Real Sample,Seawater GE07,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",11,Tbilisi,Georgia,41.76133,41.71217,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21982,EMBLAS-II (Survey 2016),Real Sample,Seawater GE07,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",10,Tbilisi,Georgia,41.76133,41.71217,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21983,EMBLAS-II (Survey 2016),Real Sample,Seawater GE05,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",11,Tbilisi,Georgia,41.71,41.5395,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21984,EMBLAS-II (Survey 2016),Real Sample,Seawater GE05,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",10,Tbilisi,Georgia,41.71,41.5395,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21985,EMBLAS-II (Survey 2016),Real Sample,Seawater GE04,"Tue, 05/31/2016 - 22:00","Tue, 04/26/2016 - 22:00",11,Tbilisi,Georgia,41.67167,41.583667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21986,EMBLAS-II (Survey 2016),Real Sample,Seawater GE04,"Tue, 05/31/2016 - 22:00","Tue, 04/26/2016 - 22:00",10,Tbilisi,Georgia,41.67167,41.583667,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21987,EMBLAS-II (Survey 2016),Real Sample,Seawater GE03,"Tue, 05/31/2016 - 22:00","Tue, 04/26/2016 - 22:00",11,Tbilisi,Georgia,41.69176,41.70365,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21988,EMBLAS-II (Survey 2016),Real Sample,Seawater GE03,"Tue, 05/31/2016 - 22:00","Tue, 04/26/2016 - 22:00",10,Tbilisi,Georgia,41.69176,41.70365,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21989,EMBLAS-II (Survey 2016),Real Sample,Seawater GE02,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",11,Tbilisi,Georgia,41.65001,41.64504,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21990,EMBLAS-II (Survey 2016),Real Sample,Seawater GE02,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",10,Tbilisi,Georgia,41.65001,41.64504,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21991,EMBLAS-II (Survey 2016),Real Sample,Seawater GE01,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",11,Tbilisi,Georgia,41.65658,41.63325,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21992,EMBLAS-II (Survey 2016),Real Sample,Seawater GE01,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",10,Tbilisi,Georgia,41.65658,41.63325,,,,,Black Sea,,,,0.2,,surface-water,,Whole water with determination on each separate phase (sum of all phases),,,,,,Black Sea,,,,,,,,,,,,,
21993,EMBLAS-II (Survey 2016),Real Sample,Biota 12 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
21994,EMBLAS-II (Survey 2016),Real Sample,Biota 12 Fish (whole fish),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
21995,EMBLAS-II (Survey 2016),Real Sample,Biota 11 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Other (22510),Muscel,,,Georgia
21996,EMBLAS-II (Survey 2016),Real Sample,Biota 11 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tbilisi,Georgia,41.90545,41.59606,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Other (22510),Muscel,,,Georgia
21997,EMBLAS-II (Survey 2016),Real Sample,Biota 10 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Other (22510),Muscel,,,Georgia
21998,EMBLAS-II (Survey 2016),Real Sample,Biota 10 Mussels,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tbilisi,Georgia,41.90545,41.59606,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Other (22510),Muscel,,,Georgia
21999,EMBLAS-II (Survey 2016),Real Sample,Biota 09 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22000,EMBLAS-II (Survey 2016),Real Sample,Biota 09 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22001,EMBLAS-II (Survey 2016),Real Sample,Biota 08 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22002,EMBLAS-II (Survey 2016),Real Sample,Biota 08 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22003,EMBLAS-II (Survey 2016),Real Sample,Biota 07 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22004,EMBLAS-II (Survey 2016),Real Sample,Biota 07 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22005,EMBLAS-II (Survey 2016),Real Sample,Biota 06 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22006,EMBLAS-II (Survey 2016),Real Sample,Biota 06 Fish (muscle),"Wed, 05/18/2016 - 22:00","Wed, 04/13/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odesa,Ukraine,45.38319,31.29838,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Ukraine
22007,EMBLAS-II (Survey 2016),Real Sample,Biota 05 Fish (muscle),"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tbilisi,Georgia,41.90545,41.59606,,,,,Black Sea,,,,,,biota,,,,,,,,,1.0,Dry weight,,,Black Sea,,Marine environment,,Fish (22486),Muscel,,,Georgia
